商品名稱,屬性,顏色,標籤,SKU編號,URL
AWARDED COLLECTION｜LACQUAR BOX SILK SCARF WITH BAMBOO BOX＃漆盒 多彩綢緞絲巾（附木盒）,"絲巾,圍巾,領巾,髮帶",紅,"綢緞,多用途",NC23110062,https://clastylist.com/product_detail1987.htm
PROJEXT｜Papier Tee Black Men＃日本和紙工藝黑Ｔ,"短袖,上衣",黑色,"t恤,不易皺,抗菌,除臭,Projext,透氣,吸濕,排汗,和紙",2233158,https://clastylist.com/product_detail1406.htm
PROJEXT｜Papier Tee Gray Men＃日本和紙工藝灰Ｔ,"短袖,上衣",,"t恤,吸濕,抗菌,除臭,Projext,透氣,排汗,和紙,不易皺",2233155,https://clastylist.com/product_detail1405.htm
PROJEXT｜Papier Tee White Men＃日本和紙工藝白Ｔ,"短袖,上衣",白色,"t恤,吸濕,抗菌,除臭,透氣,排汗,和紙,不易皺",2233152,https://clastylist.com/product_detail1404.htm
Flat Wallet｜Cream・Red＃質感卡夾包｜奶油紅拼接,卡夾,,牛皮,2234017,https://clastylist.com/product_detail1416.htm
Flat Wallet｜Black＃質感卡夾包｜簡約黑,卡夾,黑色,牛皮,2234016,https://clastylist.com/product_detail1415.htm
Asymmetric Geometry Patch High Waist Shorts拼接不規則設計感西裝短褲,短褲,,"不規則,高腰,拼接,拉鍊,A字",22080204402,https://clastylist.com/product_detail1315.htm
Bird Nest Pearl Dropped Earrings＃雙層吊墜鳥巢珍珠耳環,耳環,金色,"雙層,珍珠,耳針式,925,銀",2218003,https://clastylist.com/product_detail988.htm
Nigel Stripe Printed Split Hem DressNigel x CLA 條紋印花拼接腰綁帶襯衫裙,長裙,,"條紋,綁帶,拼接,印花",20100802,https://clastylist.com/product_detail20.htm
F.｜Asymmetric Side Drawstring Ruched With White Shawl Dress＃斜襬單邊抽繩襯衫洋裝,襯衫洋裝,,"斜襬,拼接,撞色,抽繩",22080503600,https://clastylist.com/product_detail1209.htm
Blessings Persimmon Fruit Socks花果襪│柿子・果,襪子,,柿子,2224012,https://clastylist.com/product_detail1340.htm
Blessings Persimmon Fruit Socks花果襪│柿子・花,襪子,,柿子,2224011,https://clastylist.com/product_detail1339.htm
Blessings Persimmon Fruit Socks花果襪│柿子・花果,襪子,,"柿子,花果",2224010,https://clastylist.com/product_detail1338.htm
Kate Back Tie Slit Hem DressKate x CLA 背綁帶開衩水洗單寧洋裝,洋裝,,"開衩,單寧,綁帶",20101002,https://clastylist.com/product_detail16.htm
Ellie Mini Wallet｜Black＃質感牛皮短夾包｜墨黑,短夾,黑色,"夾層,牛皮",NC22340282,https://clastylist.com/product_detail1596.htm
Ellie Mini Wallet｜Tan＃質感牛皮短夾包｜炭卡其,短夾,,"夾層,牛皮",NC22340192,https://clastylist.com/product_detail1593.htm
Ellie Mini Wallet｜Emerald Green＃質感牛皮短夾包｜草綠色,短夾,綠色,"牛皮,夾層",NC22340202,https://clastylist.com/product_detail1594.htm
No.42｜Blue Metallic Wide Sleeves Top＃銀藍金屬光澤寬袖上衣,"長袖,上衣,長袖上衣",藍色,"寬袖,壓紋,開衩",2225004,https://clastylist.com/product_detail1169.htm
PROJEXT｜Papier GT Black Men＃日本和紙工藝環保鞋男士黑,訓練鞋,黑色,"輕量,抗菌,Projext,透氣,抑菌,除臭,耐磨,橡膠,紗線,耐用",2233168,https://clastylist.com/product_detail1396.htm
PROJEXT｜Papier GT White Men＃日本和紙工藝環保鞋男士白,訓練鞋,白色,"輕量,抗菌,Projext,透氣,抑菌,除臭,耐磨,橡膠,紗線,耐用",2233127,https://clastylist.com/product_detail1395.htm
Fuji Bucket Bag｜Canvas Red＃富士水桶包｜帆布紅拼接,水桶包,,"bag,方形,扭結,牛皮,防潑水,帆布",2234003,https://clastylist.com/product_detail1379.htm
Fuji Bucket Bag｜Canvas Espresso＃富士水桶包｜帆布卡拼接,水桶包,,"bag,方形,扭結,牛皮,防潑水,帆布",2234004,https://clastylist.com/product_detail1380.htm
Dora Doctor’s Bag Caramel＃朵拉提蓋包・焦糖,包包,,"口袋,手提,防潑水,拉鍊,鈕扣,光澤",NC240010230,https://clastylist.com/product_detail1375.htm
Dora Doctor’s Bag Black＃朵拉提蓋包・黑,包包,黑色,"光澤,手提,口袋,防潑水,拉鍊,鈕扣",NC240010240,https://clastylist.com/product_detail1376.htm
Black Dropping Sweater黑色水滴拼接針織毛衣,"針織,長袖上衣",黑色,"落肩,長版,拼接",22080115620,https://clastylist.com/product_detail1370.htm
Blue Dropping Sweater藍色水滴拼接針織毛衣,"針織,長袖上衣",藍色,"拼接,落肩,長版",22080115610,https://clastylist.com/product_detail1369.htm
Fuji Bucket Bag｜Espresso Brown＃富士水桶包｜咖啡卡,水桶包,,"bag,方形,扭結,牛皮,防潑水,帆布",2234001,https://clastylist.com/product_detail1377.htm
Fuji Bucket Bag｜Taupe＃富士水桶包｜灰褐,水桶包,,"bag,方形,扭結,牛皮,防潑水,帆布",2234002,https://clastylist.com/product_detail1378.htm
PROJEXT｜Scooter Zero White Men＃Zero環保皮革鞋男士白,鞋,,"抗菌,防水,除臭,皮革,吸震,抗污,緩衝",2233072,https://clastylist.com/product_detail1382.htm
PROJEXT｜Scooter Zero Black Men＃Zero環保皮革鞋男士黑,鞋,,"抗菌,防水,除臭,皮革,吸震,抗污,緩衝",2233056,https://clastylist.com/product_detail1381.htm
Dora Doctor’s Bag Olives Green＃朵拉提蓋包・橄欖綠,包包,綠色,"光澤,鈕扣,口袋,防潑水,拉鍊,手提",NC240010220,https://clastylist.com/product_detail1374.htm
Dora Doctor’s Bag Burgundy Red＃朵拉提蓋包・酒紅,包包,,"口袋,手提,防潑水,拉鍊,鈕扣,光澤",NC240010210,https://clastylist.com/product_detail1373.htm
Black Colorblock Long Knit Top黑長版色塊粗針織長版上衣,"長袖,上衣",黑色,"造型,拼接,色塊,落肩,長版,單寧,oversize",22080116010,https://clastylist.com/product_detail1347.htm
Gray Colorblock Long Knit Top灰長版色塊粗針織長版上衣,"長袖,上衣",灰色,"oversize,落肩,色塊,拼接,長版,單寧,造型",22080116030,https://clastylist.com/product_detail1349.htm
White Colorblock Long Knit Top白長版色塊粗針織長版上衣,"長袖,上衣",白色,"oversize,長版,色塊,拼接,落肩,單寧,造型",22080116020,https://clastylist.com/product_detail1348.htm
PROJEXT｜Scooter One Milktea Women＃One環保皮革鞋女士卡,鞋,,"抗菌,防水,除臭,皮革,吸震,抗污,緩衝",2233049,https://clastylist.com/product_detail1368.htm
PROJEXT｜Scooter One Black Women＃One環保皮革鞋女士黑,鞋,,"抗菌,緩衝,除臭,Projext,皮革,防水,吸震,抗污",2233042,https://clastylist.com/product_detail1367.htm
Sunlight Handbag Caramel＃日光手提包・焦糖,包包,,"光澤,金屬釦,口袋,防潑水,手工,手提包,大口袋",NC240010110,https://clastylist.com/product_detail1388.htm
Sunlight Handbag Black＃日光手提包・黑,包包,黑色,"光澤,大口袋,口袋,防潑水,金屬釦,手工,手提包",NC240010120,https://clastylist.com/product_detail1389.htm
PROJEXT｜Scooter One Gray Women＃One環保皮革鞋女士灰,鞋,,"抗菌,緩衝,除臭,Projext,皮革,防水,吸震,抗污",2233026,https://clastylist.com/product_detail1366.htm
PROJEXT｜Scooter One White Women＃One環保皮革鞋女士白,鞋,,"抗菌,緩衝,除臭,Projext,皮革,防水,吸震,抗污",2233010,https://clastylist.com/product_detail1365.htm
Snowflake Brass Necklace＃小雪花－黃銅項鍊,項鍊,黃銅,"扣環,飾品",2209030,https://clastylist.com/product_detail1361.htm
Customize Pinecone Pearl Bracelet＃【客製】松果子－珍珠黃銅手鍊,手鍊,黃銅,"珍珠,金屬,飾品",2209029,https://clastylist.com/product_detail1360.htm
Pink Colorful Painting Fluffy Sweater粉藍黃水彩軟毛海長版毛衣,毛衣,,"oversize,彈力,長版,毛衣,圓領,腰帶,水彩",22080115510,https://clastylist.com/product_detail1346.htm
Blue Colorful Painting Fluffy Sweater藍綠紫水彩軟毛海長版毛衣,毛衣,,"oversize,軟毛,長版,毛衣,圓領,彈力,水彩",22080115520,https://clastylist.com/product_detail1345.htm
PROJEXT｜Scooter One Gray Men＃One環保皮革鞋男士灰,鞋,,"抗菌,防水,除臭,皮革,吸震,抗污,緩衝",2233017,https://clastylist.com/product_detail1364.htm
PROJEXT｜Scooter One Black Men＃One環保皮革鞋男士黑,鞋,,"抗菌,緩衝,除臭,Projext,皮革,防水,吸震,抗污",2233033,https://clastylist.com/product_detail1363.htm
PROJEXT｜Scooter One White Men＃One環保皮革鞋男士白,鞋,,"抗菌,緩衝,除臭,Projext,皮革,防水,吸震,抗污",2233001,https://clastylist.com/product_detail1362.htm
Customize Poinsettia Red Agate Bracelet＃【客製】聖誕紅－紅瑪瑙黃銅手環,手環,"紅瑪瑙,黃銅","飾品,珍珠",2209024,https://clastylist.com/product_detail1357.htm
Xmas Natural-stone Brass Earrings＃小聖誕－天然石黃銅耳環,耳環,"黃銅,紅瑪瑙","耳夾式,飾品,耳針式",2209025,https://clastylist.com/product_detail1358.htm
Blessings Longan Fruit Socks花果襪│龍眼・花,襪子,,"龍眼,花,花果襪",2224017,https://clastylist.com/product_detail1355.htm
Blessings Longan Fruit Socks花果襪│龍眼・果,襪子,,"龍眼,花果襪",2224018,https://clastylist.com/product_detail1354.htm
Lace Patch Double Layered Tulle Skirt蕾絲拼接黑白網紗裙,紗裙,,"拼接,裙,網紗,蕾絲,紗裙",22080304500,https://clastylist.com/product_detail1286.htm
British Tote Bag Caramel＃英倫托特包・焦糖,托特包,,"口袋,防潑水,金屬釦,鈕扣,寬大,筆記型電腦,英倫",NC240010150,https://clastylist.com/product_detail1351.htm
British Tote Bag Black＃英倫托特包・黑,托特包,黑色,"寬大,口袋,金屬釦,鈕扣,筆記型電腦,英倫",NC240010160,https://clastylist.com/product_detail1353.htm
British Tote Bag Olives Green＃英倫托特包・橄欖綠,托特包,綠色,"寬大,口袋,金屬釦,鈕扣,筆記型電腦,英倫",NC240010140,https://clastylist.com/product_detail1352.htm
British Tote Bag Burgundy Red＃英倫托特包・酒紅,托特包,,"口袋,防潑水,金屬釦,鈕扣,寬大,筆記型電腦,英倫",NC240010130,https://clastylist.com/product_detail1350.htm
Romantic Tulipa Pink Earrings＃浪漫鬱金香｜粉,耳環,粉紅色,"耳針式,鬱金香,耳夾式",2212023,https://clastylist.com/product_detail1344.htm
Meteor Pearl Brass Earrings＃小小流星－珍珠黃銅耳環,耳環,黃銅,"飾品,耳針式,耳夾式,珍珠",2209027,https://clastylist.com/product_detail1359.htm
Blessings Passion Fruit Socks花果襪│百香果・花果,襪子,,"百香果,花果,花果襪",2224013,https://clastylist.com/product_detail1341.htm
Blessings Passion Fruit Socks花果襪│百香果・花,襪子,,"花果襪,花,百香果",2224014,https://clastylist.com/product_detail1342.htm
Blessings Passion Fruit Socks花果襪│百香果・果,襪子,,"百香果,花果襪",2224015,https://clastylist.com/product_detail1343.htm
Yellow Gray Asymmetric Hem Top黃灰拼接蝙蝠袖針織上衣,針織上衣,"灰色,黃色","不規則,落肩,拼接,v領",22040113520,https://clastylist.com/product_detail1333.htm
Gray Black Asymmetric Hem Top灰黑拼接蝙蝠袖針織上衣,針織上衣,,"拼接,紀卜心,v領",22040113510,https://clastylist.com/product_detail1332.htm
Vintage Saddle Bag Black＃復古馬鞍包・黑,包包,黑色,"拉鍊,馬鞍包,防潑水,立體",NC240010080,https://clastylist.com/product_detail1337.htm
Vintage Saddle Bag Caramel＃復古馬鞍包・焦糖,包包,,"防潑水,馬鞍包,立體",NC240010070,https://clastylist.com/product_detail1336.htm
OAG Colorblock Waist Tie Peach Skin Dress橘杏綠拼接綁帶長洋裝,長洋裝,,"磨毛,綁帶,拼接",22010502302,https://clastylist.com/product_detail702.htm
PROJEXT｜Scooter Zero White Women＃Zero環保皮革鞋女士白,鞋,,"抗菌,抗污,除臭,Projext,透氣,皮革,防水,吸震",2233082,https://clastylist.com/product_detail1384.htm
PROJEXT｜Scooter Zero Black Women＃Zero環保皮革鞋女士黑,鞋,,"抗菌,抗污,除臭,Projext,透氣,皮革,防水,吸震",2233067,https://clastylist.com/product_detail1383.htm
Vintage Saddle Bag Burgundy Red＃復古馬鞍包・酒紅,包包,紅色,"防潑水,金屬釦,拉鍊,立體,馬鞍包",NC240010050,https://clastylist.com/product_detail1334.htm
Vintage Saddle Bag Olives Green＃復古馬鞍包・橄欖綠,包包,綠色,"拉鍊,馬鞍包,金屬釦,防潑水,立體",NC240010060,https://clastylist.com/product_detail1335.htm
Flat Wallet｜Burgundy Red＃質感卡夾包｜勃根地酒紅,卡夾,,牛皮,2234015,https://clastylist.com/product_detail1414.htm
Flat Wallet｜Mustard Yellow＃質感卡夾包｜芥末黃,卡夾,,牛皮,2234014,https://clastylist.com/product_detail1413.htm
Two Tone Blue Pinstripe Blouse假兩件長版條紋襯衫,襯衫,,"棉,拼接,口袋,長版,假兩件,條紋",22080114600,https://clastylist.com/product_detail1331.htm
Colorblock Big Pocket Corduroy Blouse大口袋色塊拼接燈芯絨襯衫,襯衫,,"色塊,拼接,長版,燈芯絨,大口袋",22080115400,https://clastylist.com/product_detail1330.htm
Painting Palette Diamond Earrings刷色調色盤｜菱形耳環,耳環,黃銅,"防水,軟陶,耳針式,耳夾式,防過敏",2230013,https://clastylist.com/product_detail1319.htm
Blue Colorblock Hem A-line Peach Skin Dress藍色傘襬拼接磨毛長洋裝,"洋裝,長洋裝",藍色,"口袋,拼接,雙口袋,傘襬,雙色",22080503002,https://clastylist.com/product_detail1324.htm
Black Pocket Oversized Denim Coat黑色單口袋拼色牛仔外套,外套,黑色,"口袋,排釦,拼接,落肩,牛仔,長版",22080401002,https://clastylist.com/product_detail1325.htm
Minimal Blue Checker Blouse簡約藍細格紋襯衫,襯衫,藍色,"格紋,澎袖",22080114810,https://clastylist.com/product_detail1322.htm
Minimal Black Checker Blouse簡約黑細格紋襯衫,襯衫,黑色,"排釦,澎袖,格紋,簡約",22080114820,https://clastylist.com/product_detail1323.htm
Travel Backpack Black＃小旅行後背包・黑,後背包,黑色,"pu,耐用,防潑水,斜背,肩背,後背",NC240010040,https://clastylist.com/product_detail1329.htm
Travel Backpack Caramel＃小旅行後背包・焦糖,後背包,,"pu,肩背,斜背,防潑水,耐用,後背",NC240010030,https://clastylist.com/product_detail1328.htm
Travel Backpack Olives Green＃小旅行後背包・橄欖綠,後背包,綠色,"pu,耐用,斜背,肩背,防潑水,後背",NC240010020,https://clastylist.com/product_detail1327.htm
Travel Backpack Burgundy Red＃小旅行後背包・酒紅,後背包,,"pu,肩背,斜背,防潑水,耐用,後背",NC240010010,https://clastylist.com/product_detail1326.htm
F.｜Abstract Print Waist Tie White Dress＃抽象印花縮腰白襯衫洋裝,襯衫洋裝,白色,"縮腰,印花",22080503523,https://clastylist.com/product_detail1271.htm
Customize Triple Star Candies Bracelet＃【客製】星星糖-黃銅手鍊,手鍊,黃銅,0,2209022,https://clastylist.com/product_detail1317.htm
Moonstone Brass Ring＃月光石-黃銅戒指,戒指,黃銅,月光石,2209023,https://clastylist.com/product_detail1318.htm
Two Tone Stripe Off-shoulder Black Top黑色落肩條紋拼接長袖上衣,"長袖上衣,上衣",黑色,"拼接,落肩,條紋",22080114520,https://clastylist.com/product_detail1314.htm
Double Circle Painting Earrings中性拼布風｜大氣半圓耳環,耳環,黃銅,"k金,耳夾,耳針,不對稱,軟陶,防過敏",2230015,https://clastylist.com/product_detail1320.htm
Rock Feast Glimmer Painting Earrings搖滾盛豔｜酒精墨水渲染耳環,耳環,,"14k金,耳針式,耳夾式,軟陶,防水",2230017,https://clastylist.com/product_detail1321.htm
Blue White Tie Neck Blouse雙色領結綁帶長袖藍襯衫,"襯衫,長袖",藍色,"綁帶,拼接,雙色,抓褶",22080115310,https://clastylist.com/product_detail1303.htm
Apricot White Tie Neck Blouse雙色領結綁帶長袖杏襯衫,"襯衫,長袖",,"抓褶,雙色,拼接,綁帶,領結",22080115330,https://clastylist.com/product_detail1301.htm
White Black Tie Neck Blouse雙色領結綁帶長袖白襯衫,"襯衫,長袖",白色,"綁帶,拼接,雙色,抓褶",22080115320,https://clastylist.com/product_detail1302.htm
Customize Infinity Brass Bracelet＃【客製】無限之間-黃銅手鍊,手鍊,黃銅,0,2209021,https://clastylist.com/product_detail1310.htm
Bubble Tea Brass Earrings＃小珍珠奶茶-黃銅耳環,耳環,黃銅,0,2209019,https://clastylist.com/product_detail1309.htm
Black Rock Painting Diamond Earrings 黑色搖滾刷色｜菱形簍空耳環,耳環,黑色,"PVC,軟陶,防過敏,防水,刷色",2230009,https://clastylist.com/product_detail1307.htm
Black Rock Painting Circle Earrings 黑色搖滾刷色｜簡約圓款耳環,耳環,黑色,"防水,耳針式,耳夾式,軟陶,防過敏",2230011,https://clastylist.com/product_detail1308.htm
Green Split Sleeves Knit Top綠色袖肘開衩拼接針織上衣,針織上衣,綠色,"開衩,落肩,拼接",22080115230,https://clastylist.com/product_detail1306.htm
Brown Split Sleeves Knit Top卡其袖肘開衩拼接針織上衣,針織上衣,,"開衩,落肩,拼接",22080115210,https://clastylist.com/product_detail1304.htm
Black Split Sleeves Knit Top黑色袖肘開衩拼接針織上衣,針織上衣,黑色,"開衩,拼接",22080115220,https://clastylist.com/product_detail1305.htm
Ins Cute Hair Clipins可愛抓夾組,抓夾,,樹脂,2109127,https://clastylist.com/product_detail1312.htm
Hemline Design Earrings＃小裙擺耳圈,耳環,,"耳針式,裙擺,耳夾式,珍珠",2216017,https://clastylist.com/product_detail1010.htm
Blue Polka Dot Knit Top藍點點薄白針織上衣,"針織,長袖,上衣,長袖上衣",藍色,"長版,落肩",22080115020,https://clastylist.com/product_detail1288.htm
White Polka Dot Knit Top白點點薄黑針織上衣,"上衣,長袖,針織,長袖上衣","白色,黑色","長版,落肩",22080115010,https://clastylist.com/product_detail1287.htm
Fuji Pearl Brass Necklace＃富士山-珍珠黃銅項鍊,項鍊,黃銅,珍珠,2209017,https://clastylist.com/product_detail1299.htm
Customize Used To Have Brass Bracelet ＃【客製】曾經擁有-黃銅手鍊,手鍊,黃銅,0,2209016,https://clastylist.com/product_detail1298.htm
Hexagram Brass Necklace＃六芒星-黃銅項鍊,項鍊,黃銅,0,2209018,https://clastylist.com/product_detail1300.htm
Candith｜Cute Front Pockets Indigo Dress＃點點前口袋泰靛染洋裝,洋裝,,"拉鍊,雙口袋,純棉,開衩,口袋",2227023,https://clastylist.com/product_detail1290.htm
Blue Donau | Drop Glimmer Earrings藍色多瑙河｜垂墜偏光耳環,耳環,"黃銅,藍色","防水,耳針式,耳夾式,垂墜,軟陶,防過敏",2230001,https://clastylist.com/product_detail1294.htm
Romantic Sunset | Drop Glimmer Earrings浪漫夕陽｜垂墜偏光耳環,耳環,黃銅,"防水,垂墜,防過敏,鈦鋼",2230003,https://clastylist.com/product_detail1295.htm
Night Starry Sky | Drop Glimmer Earrings黑夜星空｜垂墜偏光耳環,耳環,黃銅,"垂墜,耳針式,耳夾式,軟陶,防過敏,防水",2230005,https://clastylist.com/product_detail1296.htm
Blue Checker Pocket Puffy Sleeves Blouse藍色格紋拼接短版澎袖襯衫,襯衫,藍色,"格紋,拼接,落肩,短版",22080401020,https://clastylist.com/product_detail1266.htm
Brown Checker Pocket Puffy Sleeves Blouse棕色格紋拼接短版澎袖襯衫,襯衫,,"落肩,短版,拼接,格紋,雙口袋,澎袖",22080401010,https://clastylist.com/product_detail1265.htm
Sunlight Handbag Olives Green＃日光手提包・橄欖綠,包包,綠色,"光澤,手工,口袋,防潑水,金屬釦,手提包,大口袋",NC240010100,https://clastylist.com/product_detail1387.htm
Little Beans Brass Necklace＃小豆兒-黃銅項鍊,項鍊,黃銅,0,2209015,https://clastylist.com/product_detail1278.htm
Customize Edge Brass Bracelet＃【客製】邊緣-黃銅手環,手環,黃銅,0,2209013,https://clastylist.com/product_detail1276.htm
Candith｜Layering Details Black Linen Pants＃褲腳層次感細節棉麻褲,棉褲,黑色,"亞麻,口袋,寬鬆,Candith,linen",2227015,https://clastylist.com/product_detail1230.htm
Chrysanthemum Wax Earrings櫻花貓咪,耳環,,"耳針式,櫻花,純銀,貓咪",2109116,https://clastylist.com/product_detail1311.htm
White Side Knot Ribbed Top白色方領側綁帶襯衫,襯衫,白色,"壓皺,棉,側綁帶,方領",22080114420,https://clastylist.com/product_detail1268.htm
Brown Side Knot Ribbed Top卡其方領側綁帶襯衫,襯衫,卡其色,"壓皺,棉,側綁帶,方領",22080114430,https://clastylist.com/product_detail1269.htm
Black Side Knot Ribbed Top黑色方領側綁帶襯衫,襯衫,黑色,"壓皺,方領,棉,側綁帶",22080114410,https://clastylist.com/product_detail1267.htm
Black Side Tie Split Skorts黑色側交叉綁帶褲裙,褲裙,黑色,"開衩,綁帶,鬆緊腰,棉,交叉",22060204112,https://clastylist.com/product_detail1263.htm
White Side Tie Split Skorts白色側交叉綁帶褲裙,褲裙,白色,"A字,綁帶,棉,鬆緊腰,交叉",22060204122,https://clastylist.com/product_detail1264.htm
Rose Pearl Earrings玫瑰珍珠,耳環,,"珍珠,玫瑰,耳針,925純銀",2109119,https://clastylist.com/product_detail1281.htm
Pearl Drop Frame Knot Earrings高貴蝴蝶結珍珠,耳環,,"珍珠,蝴蝶結",2109120,https://clastylist.com/product_detail1282.htm
Minimal Garden Green Sheer Blouse簡約Ｖ領綠野透膚襯衫,襯衫,,"排釦,抓褶,澎袖,v領,透膚",22080114310,https://clastylist.com/product_detail1260.htm
Minimal Berry Red Sheer Blouse簡約Ｖ領莓紅透膚襯衫,襯衫,紅色,"排釦,v領,抓褶,澎袖,透膚",22080114320,https://clastylist.com/product_detail1259.htm
Stripe Collar Patch Design Blazer俐落條紋拼接雙釦西裝外套,外套,"黑色,灰色","拼接,雙口袋,口袋,直紋,條紋",3120110400302,https://clastylist.com/product_detail66.htm
Candy Bear Hair Clip Set糖果小熊抓夾組,抓夾,,樹脂,2109123,https://clastylist.com/product_detail1283.htm
Green Patch Waist Tie Dress草墨綠拼接綁帶長洋裝,長洋裝,,"棉,綁帶,拼接",22080503300,https://clastylist.com/product_detail1258.htm
Still Tourmaline Brass Earrings＃靜謐天然石｜黃銅耳環｜碧璽,耳環,黃銅,"天然石,耳針式",2103007,https://clastylist.com/product_detail494.htm
Navy Blue Red Binding Long Tee藏青拼接杏色短袖長版棉T,短袖,杏色,"純棉,長版,寬鬆,拼接",22080115720,https://clastylist.com/product_detail1257.htm
Apricot Red Binding Long Tee杏色拼接藏青短袖長版棉T,短袖,杏色,"純棉,長版,寬鬆,拼接",22080115710,https://clastylist.com/product_detail1256.htm
Candith｜Blue Stripe Kimono Jacket＃藍色拼接日系和服罩衫,罩衫,,"口袋,條紋,拼接,雙口袋,純棉,Candith",2227022,https://clastylist.com/product_detail1289.htm
Zai Waist Split Puffy Sleeves Denim Dress Zai x CLA 澎袖露腰抽繩牛仔長洋裝,"洋裝,長洋裝",藍色,"鏤空,花邊,抽繩,澎袖,單寧,牛仔,荷葉",22072302,https://clastylist.com/product_detail1226.htm
Glimmer Exclamation Mark Balloon Earrings彩虹驚嘆號熱氣球耳環,耳環,,"耳夾式,不銹鋼,耳針式,樹脂,金屬",2202022,https://clastylist.com/product_detail1247.htm
Green Vintage Back Tie Wide Suspender Dress綠色復古寬肩背綁帶吊帶裙,"吊帶裙,洋裝",綠色,"純棉,綁帶,鬆緊腰,傘襬,復古",22080304420,https://clastylist.com/product_detail1240.htm
Brown Vintage Back Tie Wide Suspender Dress卡其復古寬肩背綁帶吊帶裙,吊帶裙,卡其色,"傘襬,綁帶,鬆緊腰,純棉,A字",22080304410,https://clastylist.com/product_detail1241.htm
Bubble Glass Elegant Whirl Brass Earrings＃玻璃泡泡｜黃銅耳環｜優雅旋轉,耳環,黃銅,"玻璃,泡泡",2103016,https://clastylist.com/product_detail548.htm
Romantic Tulipa Purple Earrings＃浪漫鬱金香｜紫,耳環,紫色,"耳針式,鬱金香,耳夾式",2212017,https://clastylist.com/product_detail961.htm
Candith｜Blue Oversize Pockets Linen Pants＃藍色棉麻口袋寬口褲,寬褲,藍色,"pants,口袋,Candith,亞麻",2227018,https://clastylist.com/product_detail1245.htm
Candith｜Multicolor Beige Nude Linen Short sleeves＃褐色塊拼接棉麻短袖上衣,上衣,,"棉麻,拼接,色塊,寬鬆,Candith",2227019,https://clastylist.com/product_detail1244.htm
Pearl Wreath Earrings珍珠花圈,耳環,,"珍珠,純銀,耳針式",2109115,https://clastylist.com/product_detail1262.htm
White Shoulder Tie Top白色繞脖單露肩撞色綁帶上衣,上衣,白色,"露肩,寬鬆,撞色,鏤空,綁帶,繞脖",22080115120,https://clastylist.com/product_detail1238.htm
Black Shoulder Tie Top黑色繞脖單露肩撞色綁帶上衣,上衣,黑色,"寬鬆,撞色,鏤空,綁帶,繞脖",22080115110,https://clastylist.com/product_detail1239.htm
Candith｜Yellow Minimal Linen Top＃簡約亮麗黃色上衣,上衣,黃色,"前短後長,寬鬆,抓褶,Candith,棉麻",2227017,https://clastylist.com/product_detail1243.htm
Candith｜Black V-Neck Linen Short Sleeves Top＃黑色Ｖ領棉麻短袖,上衣,黑色,"linen,寬鬆,v領,Candith",2227009,https://clastylist.com/product_detail1242.htm
Multi-ways Canvas Tote Bag Beige大容量 雙揹方形帆布托特包｜米白,托特包,白色,"大容量,方形,帆布,拉鍊",2101011,https://clastylist.com/product_detail1409.htm
Multi-ways Canvas Tote Bag Blue大容量 雙揹方形帆布托特包｜天藍,托特包,藍色,"大容量,方形,帆布,拉鍊",2101010,https://clastylist.com/product_detail1410.htm
Pink Blue Candy Stripe Crop Top粉藍糖果條紋短版上衣,"短袖,上衣",,"條紋,短版,落肩,棉",22080114720,https://clastylist.com/product_detail1224.htm
Yellow Green Candy Stripe Crop Top黃綠糖果條紋短版上衣,"短袖,上衣",,"條紋,短版,落肩,棉",22080114710,https://clastylist.com/product_detail1225.htm
Candith｜Multicolor Black/Grey Dress＃黑灰色塊拼接棉麻洋裝,洋裝,,"Candith,棉麻,拼接,色塊,口袋,寬鬆",2227012,https://clastylist.com/product_detail1205.htm
Candith｜＃Multicolor Blue/Grey Dress＃藍灰色塊拼接棉麻洋裝,"洋裝,短洋裝",,"棉麻,拼接,色塊,口袋,開衩,Candith",2227013,https://clastylist.com/product_detail1228.htm
Summer Daisy Dropped Earrings夏日的雛菊,耳環,,"幾何,流蘇,耳針,銅線,滴膠,簡約",2211009,https://clastylist.com/product_detail880.htm
Geometry Tassel Detail Earrings幾何流蘇,耳環,,"流蘇,耳針式,幾何,銅線,滴膠,石膏",2211005,https://clastylist.com/product_detail879.htm
Brown Triangle Patch Waist Shorts卡其色方釦三角腰帶西裝短褲,"西裝短褲,短褲",卡其色,"高腰,雙口袋,寬口,腰帶,親膚",22080204322,https://clastylist.com/product_detail1217.htm
Black Triangle Patch Waist Shorts黑色方釦三角腰帶西裝短褲,短褲,黑色,"腰帶,雙口袋,高腰,親膚,寬口",22080204312,https://clastylist.com/product_detail1216.htm
F.｜Crystal Detail Collar Puffy Set＃個性翻尖領澎袖拼接套裝,"短褲,上衣","白色,灰色","雙口袋,拼接,撞色,翻領",22080601002,https://clastylist.com/product_detail1207.htm
Orange Binding POLO Green Crop TopV領綠橘拼接POLO短版上衣,"針織,上衣,短袖",,"拼接,撞色,短版",22080115910,https://clastylist.com/product_detail1215.htm
Coffee Binding POLO Blue Crop TopV領藍卡拼接POLO短版上衣,"針織,上衣,短袖",藍色,"撞色,拼接,短版",22080115930,https://clastylist.com/product_detail1214.htm
Brown Binding POLO White Crop TopV領白棕拼接POLO短版上衣,"上衣,短袖,針織",白色,"拼接,短版,撞色",22080115920,https://clastylist.com/product_detail1213.htm
